Datetime,Close,High,Low,Open,Volume
2024-09-18 09:30:00-04:00,563.1300048828125,563.9299926757812,562.1300048828125,563.739990234375,5640231
2024-09-18 10:30:00-04:00,562.760009765625,563.3499755859375,562.25,563.1199951171875,2987248
2024-09-18 11:30:00-04:00,563.003173828125,563.0700073242188,561.3400268554688,562.75,4068927
2024-09-18 12:30:00-04:00,563.719970703125,563.72998046875,562.8099975585938,563.0189819335938,3234896
2024-09-18 13:30:00-04:00,565.9000244140625,568.6900024414062,561.7999877929688,563.7100219726562,14059731
2024-09-18 14:30:00-04:00,564.9400024414062,566.97998046875,561.6099853515625,565.9299926757812,13819171
2024-09-18 15:30:00-04:00,561.3400268554688,565.530029296875,560.8300170898438,564.9400024414062,8516046
2024-09-19 09:30:00-04:00,571.3499755859375,571.3800048828125,568.0800170898438,571.010009765625,15326814
2024-09-19 10:30:00-04:00,570.8991088867188,571.8900146484375,569.4299926757812,571.5,9603307
2024-09-19 11:30:00-04:00,571.6799926757812,571.8200073242188,570.0499877929688,570.9000244140625,4511510
2024-09-19 12:30:00-04:00,571.8599243164062,572.0850219726562,571.1900024414062,571.6699829101562,5659467
2024-09-19 13:30:00-04:00,572.0,572.8800048828125,570.8900146484375,571.85498046875,6346185
2024-09-19 14:30:00-04:00,571.1699829101562,572.25,570.6699829101562,572.0,8443074
2024-09-19 15:30:00-04:00,570.9199829101562,571.780029296875,570.3499755859375,571.1699829101562,13481518
2024-09-20 09:30:00-04:00,567.219970703125,568.4957885742188,566.4099731445312,567.8400268554688,14137567
2024-09-20 10:30:00-04:00,565.989990234375,567.760009765625,565.1699829101562,567.22998046875,12680802
2024-09-20 11:30:00-04:00,567.9500122070312,568.0001220703125,565.7100219726562,565.97998046875,4603647
2024-09-20 12:30:00-04:00,568.219970703125,568.530029296875,567.6699829101562,567.9099731445312,5486097
2024-09-20 13:30:00-04:00,566.6199951171875,568.6455078125,566.4099731445312,568.2249755859375,6995501
2024-09-20 14:30:00-04:00,568.239990234375,568.6900024414062,566.0900268554688,566.5999755859375,7136365
2024-09-20 15:30:00-04:00,568.0999755859375,569.3099975585938,567.7999877929688,568.2349853515625,10705851
2024-09-23 09:30:00-04:00,569.7899780273438,570.33251953125,568.25,569.3400268554688,6921524
2024-09-23 10:30:00-04:00,569.7349853515625,570.0900268554688,568.72998046875,569.7999877929688,3465602
2024-09-23 11:30:00-04:00,568.9400024414062,570.1500244140625,568.3599853515625,569.739990234375,2894440
2024-09-23 12:30:00-04:00,568.7799072265625,569.2000122070312,568.0999755859375,568.9400024414062,3918972
2024-09-23 13:30:00-04:00,569.239990234375,569.5,568.5800170898438,568.8099975585938,2458461
2024-09-23 14:30:00-04:00,569.510009765625,569.5900268554688,569.0524291992188,569.380126953125,4176963
2024-09-23 15:30:00-04:00,569.6199951171875,569.9099731445312,569.1300048828125,569.510009765625,5126994
2024-09-24 09:30:00-04:00,568.2783813476562,570.5499877929688,567.7100219726562,570.47998046875,8270767
