ANGL累计,HYG累计,超额pp,ANGL Sharpe,HYG Sharpe,ANGL 最大回撤,HYG 最大回撤,样本区间,交易次数,判决
152.30%,90.73%,+61.57,0.745,0.616,-29.31%,-22.03%,2012-04-11 -> 2026-09-24,1,WIN
