n,win_rate,total_ret_%,avg_trade_%,profit_factor,max_dd_%,bars,buy_hold_SPY_%,excess_vs_SPY_%,period
80,48.75,-10.98,-0.13,0.71,-16.72,501,35.87,-46.85,2024-09-18 -> 2026-09-17
